study_version,threshold_policy,window_days,entries_per_day,positive_group,n_positive,n_negative,threshold,true_positive,false_positive,false_negative,true_negative,precision,recall,f1,false_positive_rate,f1_ci_low,f1_ci_high,recall_ci_low,recall_ci_high,false_positive_rate_ci_low,false_positive_rate_ci_high,auroc,auroc_ci_low,auroc_ci_high,auroc_deviation_only,auroc_rules_only,auroc_temporal_shift_only,mean_temporal_shift_positive,mean_temporal_shift_negative,not_enough_data_rate,baseline_mean_error_in_sd,baseline_mean_error_ci_low,baseline_mean_error_ci_high,baseline_std_relative_error,oracle_f1_in_hindsight,oracle_threshold_in_hindsight
data-sufficiency-1,fpr_controlled,21,1,shift_large,120,120,4.5285,92,11,28,109,0.8932038834951457,0.7666666666666667,0.8251121076233184,0.09166666666666666,0.767753,0.876106,0.683446,0.833344,0.051957,0.156708,0.9201041666666666,0.882342,0.953058,0.9271180555555556,0.9238194444444444,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.17620455,0.169737,0.182578,0.17940602083333335,0.881633,3.6745
data-sufficiency-1,fpr_controlled,21,1,all_shift,240,120,4.5285,133,11,107,109,0.9236111111111112,0.5541666666666667,0.6927083333333334,0.09166666666666666,0.637832,0.746869,0.49092,0.615707,0.051957,0.156708,0.8277777777777777,0.782962,0.867443,0.8483854166666667,0.8133506944444444,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.17339213055555555,0.168111,0.178658,0.17765768333333334,0.838835,2.5565
data-sufficiency-1,fpr_controlled,21,3,shift_moderate,120,120,4.5285,78,7,42,113,0.9176470588235294,0.65,0.7609756097560976,0.058333333333333334,0.687831,0.818182,0.561213,0.729481,0.028541,0.115526,0.8508680555555556,0.799142,0.897648,0.8820486111111111,0.8500347222222222,0.5202083333333334,2.3879166666666665,2.32,0.0,0.17293024999999998,0.166641,0.178967,0.14498152083333332,0.778281,4.1685
data-sufficiency-1,fpr_controlled,21,3,shift_large,120,120,4.5285,115,7,5,113,0.9426229508196722,0.9583333333333334,0.950413223140496,0.058333333333333334,0.918699,0.976378,0.906159,0.982073,0.028541,0.115526,0.9926388888888888,0.984146,0.998601,0.9900347222222222,0.9799652777777778,0.5663888888888889,2.5262499999999997,2.32,0.0,0.175243425,0.168756,0.181425,0.14333296666666667,0.966387,5.118
data-sufficiency-1,fpr_controlled,21,3,all_shift,240,120,4.5285,193,7,47,113,0.965,0.8041666666666667,0.8772727272727274,0.058333333333333334,0.84309,0.907914,0.749336,0.849414,0.028541,0.115526,0.9217534722222223,0.893838,0.946124,0.9360416666666667,0.915,0.5432986111111111,2.457083333333333,2.32,0.0,0.17508620555555557,0.169734,0.180208,0.14547329444444443,0.891304,4.1685
data-sufficiency-1,fpr_controlled,21,5,shift_moderate,120,120,4.5285,97,7,23,113,0.9326923076923077,0.8083333333333333,0.8660714285714286,0.058333333333333334,0.814805,0.909912,0.728788,0.86875,0.028541,0.115526,0.9434722222222223,0.910864,0.969376,0.9553125,0.9141666666666667,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.17374593333333335,0.167273,0.18007,0.13704422083333334,0.892562,3.868
data-sufficiency-1,fpr_controlled,21,5,shift_large,120,120,4.5285,120,7,0,113,0.9448818897637795,1.0,0.97165991902834,0.058333333333333334,0.949414,0.990997,0.968981,1.0,0.028541,0.115526,0.9997222222222222,0.998888,1.0,0.9996527777777777,0.9857638888888889,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.17293640833333335,0.167158,0.179427,0.13415172916666668,0.991736,5.1015
data-sufficiency-1,fpr_controlled,21,5,all_shift,240,120,4.5285,217,7,23,113,0.96875,0.9041666666666667,0.9353448275862069,0.058333333333333334,0.911447,0.956526,0.860308,0.935291,0.028541,0.115526,0.9715972222222222,0.955966,0.98424,0.9774826388888889,0.9499652777777777,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.17345529444444446,0.168358,0.178772,0.13628373333333332,0.946058,3.868
data-sufficiency-1,fpr_controlled,30,1,shift_moderate,120,120,4.5285,45,11,75,109,0.8035714285714286,0.375,0.5113636363636364,0.09166666666666666,0.418044,0.596689,0.293524,0.46423,0.051957,0.156708,0.7433680555555555,0.680974,0.803546,0.7621875,0.7117013888888889,0.5771875,2.42,2.2020833333333334,0.0,0.14737644999999996,0.142073,0.152365,0.14722789999999997,0.724638,2.575
data-sufficiency-1,fpr_controlled,30,1,shift_large,120,120,4.5285,93,11,27,109,0.8942307692307693,0.775,0.8303571428571429,0.09166666666666666,0.772935,0.876604,0.692431,0.840508,0.051957,0.156708,0.9295138888888889,0.894138,0.959281,0.9334375,0.9264930555555555,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.15066979583333334,0.145359,0.155671,0.14704092916666667,0.881633,3.6865
data-sufficiency-1,fpr_controlled,30,1,all_shift,240,120,4.5285,138,11,102,109,0.9261744966442953,0.575,0.7095115681233932,0.09166666666666666,0.657888,0.758625,0.51176,0.635877,0.051957,0.156708,0.8364409722222222,0.794152,0.876515,0.8478125,0.8190972222222223,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.14860121944444443,0.144451,0.15274,0.14726494722222222,0.841487,2.575
data-sufficiency-1,fpr_controlled,30,3,shift_moderate,120,120,4.5285,78,8,42,112,0.9069767441860465,0.65,0.7572815533980582,0.06666666666666667,0.686267,0.815789,0.561213,0.729481,0.034165,0.126051,0.8486111111111111,0.796071,0.897145,0.8893055555555556,0.8378125,0.5202083333333334,2.3879166666666665,2.32,0.0,0.14633500833333332,0.141041,0.151876,0.12470312916666668,0.792952,3.9835
data-sufficiency-1,fpr_controlled,30,3,shift_large,120,120,4.5285,117,8,3,112,0.936,0.975,0.9551020408163265,0.06666666666666667,0.924368,0.980245,0.92907,0.991462,0.034165,0.126051,0.9915972222222222,0.982844,0.998188,0.9929166666666667,0.974375,0.5663888888888889,2.5262499999999997,2.32,0.0,0.14575935833333334,0.14053,0.150949,0.12140285833333332,0.962963,4.5695
data-sufficiency-1,fpr_controlled,30,3,all_shift,240,120,4.5285,195,8,45,112,0.9605911330049262,0.8125,0.8803611738148984,0.06666666666666667,0.846714,0.909091,0.75834,0.856814,0.034165,0.126051,0.9201041666666666,0.890945,0.946078,0.9411111111111111,0.90609375,0.5432986111111111,2.457083333333333,2.32,0.0,0.14717858333333333,0.142883,0.151602,0.12432703888888888,0.896996,3.9835
data-sufficiency-1,fpr_controlled,30,5,shift_moderate,120,120,4.5285,95,5,25,115,0.95,0.7916666666666666,0.8636363636363635,0.041666666666666664,0.811587,0.910716,0.710523,0.854716,0.017927,0.093841,0.9451736111111111,0.914659,0.97181,0.9620833333333333,0.9076041666666667,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.1467780125,0.141486,0.15217,0.113667425,0.890756,3.9185
data-sufficiency-1,fpr_controlled,30,5,shift_large,120,120,4.5285,120,5,0,115,0.96,1.0,0.9795918367346939,0.041666666666666664,0.958898,0.995886,0.968981,1.0,0.017927,0.093841,0.9999305555555555,0.999583,1.0,0.9996527777777777,0.9858333333333333,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.14638501666666665,0.141288,0.151786,0.11301832916666665,0.995851,5.1545
data-sufficiency-1,fpr_controlled,30,5,all_shift,240,120,4.5285,215,5,25,115,0.9772727272727273,0.8958333333333334,0.9347826086956522,0.041666666666666664,0.910667,0.956522,0.850752,0.928443,0.017927,0.093841,0.9725520833333333,0.957299,0.98547,0.9808680555555556,0.94671875,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.14672980277777778,0.142225,0.151136,0.11401610833333334,0.945607,3.9185
data-sufficiency-1,max_f1,1,1,shift_moderate,120,120,3.8805,91,55,29,65,0.6232876712328768,0.7583333333333333,0.6842105263157895,0.4583333333333333,0.618821,0.749091,0.674499,0.826142,0.371861,0.54739,0.6766666666666666,0.614505,0.7398,0.7009375,0.7074652777777778,0.5771875,2.42,2.2020833333333334,0.0,0.7695909625000001,0.742297,0.79715,0.9719149999999996,0.709677,3.4175
data-sufficiency-1,max_f1,1,1,shift_large,120,120,3.8805,108,55,12,65,0.6625766871165644,0.9,0.7632508833922261,0.4583333333333333,0.705455,0.812742,0.833318,0.941866,0.371861,0.54739,0.7451388888888889,0.691379,0.798647,0.8131597222222222,0.8937152777777778,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.7849958541666667,0.759693,0.811722,0.9719149999999996,0.766551,3.7865
data-sufficiency-1,max_f1,1,1,all_shift,240,120,3.8805,199,55,41,65,0.7834645669291339,0.8291666666666667,0.8056680161943321,0.4583333333333333,0.767236,0.84211,0.776458,0.871504,0.371861,0.54739,0.7109027777777778,0.655751,0.763917,0.7570486111111111,0.8005902777777778,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.7806802111111111,0.758901,0.80396,0.9719149999999998,0.825758,3.0585
data-sufficiency-1,max_f1,1,3,shift_moderate,120,120,3.8805,106,65,14,55,0.6198830409356725,0.8833333333333333,0.7285223367697595,0.5416666666666666,0.66445,0.782609,0.813666,0.929219,0.45261,0.628139,0.6677083333333333,0.609438,0.722145,0.7407638888888889,0.8232291666666667,0.5202083333333334,2.3879166666666665,2.32,0.0,0.8334732083333333,0.806959,0.861118,0.9734079999999996,0.731034,4.0575
data-sufficiency-1,max_f1,1,3,shift_large,120,120,3.8805,119,65,1,55,0.6467391304347826,0.9916666666666667,0.7828947368421052,0.5416666666666666,0.729097,0.829742,0.954304,0.998527,0.45261,0.628139,0.7339583333333334,0.685065,0.780275,0.9057638888888889,0.9575,0.5663888888888889,2.5262499999999997,2.32,0.0,0.8337378958333334,0.806826,0.860895,0.9734079999999996,0.785479,3.9515
data-sufficiency-1,max_f1,1,3,all_shift,240,120,3.8805,225,65,15,55,0.7758620689655172,0.9375,0.8490566037735848,0.5416666666666666,0.81323,0.880143,0.899453,0.961762,0.45261,0.628139,0.7008333333333333,0.647322,0.750732,0.8232638888888889,0.8903645833333333,0.5432986111111111,2.457083333333333,2.32,0.0,0.8315779944444444,0.810159,0.85383,0.9734079999999998,0.850662,3.9515
data-sufficiency-1,max_f1,1,5,shift_moderate,120,120,3.8805,113,74,7,46,0.6042780748663101,0.9416666666666667,0.7361563517915309,0.6166666666666667,0.678198,0.789157,0.884474,0.971459,0.527341,0.698755,0.6807638888888888,0.627634,0.734365,0.8148611111111111,0.8595833333333334,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.8056850583333334,0.777508,0.83545,0.9698460000000003,0.736156,3.88
data-sufficiency-1,max_f1,1,5,shift_large,120,120,3.8805,120,74,0,46,0.6185567010309279,1.0,0.7643312101910829,0.6166666666666667,0.709259,0.813762,0.968981,1.0,0.527341,0.698755,0.7291666666666666,0.685841,0.773504,0.9820833333333333,0.9537847222222222,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.8103989333333333,0.782462,0.839961,0.9698460000000003,0.786885,9.9385
data-sufficiency-1,max_f1,1,5,all_shift,240,120,3.8805,233,74,7,46,0.758957654723127,0.9708333333333333,0.8519195612431444,0.6166666666666667,0.820606,0.882143,0.94103,0.985801,0.527341,0.698755,0.7049652777777777,0.658104,0.752384,0.8984722222222222,0.9066840277777778,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.8154248083333332,0.791412,0.840304,0.9698460000000002,0.85192,3.88
data-sufficiency-1,max_f1,3,1,shift_moderate,120,120,3.8805,78,46,42,74,0.6290322580645161,0.65,0.639344262295082,0.38333333333333336,0.566363,0.706768,0.561213,0.729481,0.301245,0.472659,0.6419791666666667,0.573341,0.712344,0.6675347222222222,0.7096527777777778,0.5771875,2.42,2.2020833333333334,0.0,0.4669906791666667,0.451423,0.483045,0.5228650083333334,0.684685,1.973
data-sufficiency-1,max_f1,3,1,shift_large,120,120,3.8805,107,46,13,74,0.6993464052287581,0.8916666666666667,0.7838827838827839,0.38333333333333336,0.727273,0.833348,0.823446,0.935589,0.301245,0.472659,0.7757986111111111,0.71904,0.834347,0.8061458333333333,0.8935069444444445,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.4842126583333333,0.469066,0.499869,0.5378662375,0.802867,3.6475
data-sufficiency-1,max_f1,3,1,all_shift,240,120,3.8805,185,46,55,74,0.8008658008658008,0.7708333333333334,0.7855626326963906,0.38333333333333336,0.742222,0.825735,0.713641,0.819492,0.301245,0.472659,0.7088888888888889,0.649674,0.763878,0.7368402777777778,0.8015798611111111,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.47486420833333337,0.46173,0.488184,0.5289971833333333,0.814815,3.568
data-sufficiency-1,max_f1,3,3,shift_moderate,120,120,3.8805,96,43,24,77,0.6906474820143885,0.8,0.7413127413127415,0.35833333333333334,0.674897,0.796992,0.719633,0.861755,0.278161,0.447295,0.7684027777777778,0.70765,0.825136,0.7705208333333333,0.8427083333333333,0.5202083333333334,2.3879166666666665,2.32,0.0,0.4581398666666667,0.441903,0.475368,0.41955193749999997,0.753036,4.389
data-sufficiency-1,max_f1,3,3,shift_large,120,120,3.8805,119,43,1,77,0.7345679012345679,0.9916666666666667,0.8439716312056736,0.35833333333333334,0.8,0.88806,0.954304,0.998527,0.278161,0.447295,0.886875,0.841905,0.928991,0.9039930555555555,0.9790277777777778,0.5663888888888889,2.5262499999999997,2.32,0.0,0.47861842499999996,0.460744,0.49727,0.4307494833333333,0.888889,5.297
data-sufficiency-1,max_f1,3,3,all_shift,240,120,3.8805,215,43,25,77,0.8333333333333334,0.8958333333333334,0.8634538152610441,0.35833333333333334,0.827286,0.893132,0.850752,0.928443,0.278161,0.447295,0.8276388888888889,0.77809,0.876925,0.8372569444444444,0.9108680555555555,0.5432986111111111,2.457083333333333,2.32,0.0,0.4672372472222223,0.45286,0.481803,0.42669868055555554,0.872428,4.389
data-sufficiency-1,max_f1,3,5,shift_moderate,120,120,3.8805,110,37,10,83,0.7482993197278912,0.9166666666666666,0.8239700374531835,0.30833333333333335,0.772347,0.871218,0.853378,0.954106,0.232727,0.39583,0.8425,0.787413,0.893112,0.8289930555555556,0.8847222222222222,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.4615967791666667,0.44531,0.478325,0.4179215041666667,0.830189,3.961
data-sufficiency-1,max_f1,3,5,shift_large,120,120,3.8805,120,37,0,83,0.7643312101910829,1.0,0.8664259927797834,0.30833333333333335,0.818896,0.905797,0.968981,1.0,0.232727,0.39583,0.9167361111111111,0.871618,0.953078,0.9038541666666666,0.9693402777777778,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.4613502541666667,0.444496,0.47863,0.4108836083333333,0.933333,6.419
data-sufficiency-1,max_f1,3,5,all_shift,240,120,3.8805,230,37,10,83,0.8614232209737828,0.9583333333333334,0.9072978303747535,0.30833333333333335,0.879668,0.933587,0.925013,0.977213,0.232727,0.39583,0.8796180555555555,0.834266,0.923048,0.8664236111111111,0.92703125,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.459285525,0.4457,0.473316,0.4131709111111111,0.910891,3.961
data-sufficiency-1,max_f1,5,1,shift_moderate,120,120,3.8805,68,35,52,85,0.6601941747572816,0.5666666666666667,0.6098654708520179,0.2916666666666667,0.531528,0.684685,0.477299,0.651898,0.217816,0.378442,0.6738541666666666,0.601956,0.743072,0.6895486111111111,0.7154513888888889,0.5771875,2.42,2.2020833333333334,0.0,0.36223419583333333,0.350134,0.374448,0.4074711875,0.719723,2.5605
data-sufficiency-1,max_f1,5,1,shift_large,120,120,3.8805,108,35,12,85,0.7552447552447552,0.9,0.8212927756653992,0.2916666666666667,0.769874,0.869565,0.833318,0.941866,0.217816,0.378442,0.8020486111111111,0.743131,0.857788,0.8321875,0.9082291666666666,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.37073830416666664,0.359587,0.382525,0.4103666125,0.827068,3.7085
data-sufficiency-1,max_f1,5,1,all_shift,240,120,3.8805,176,35,64,85,0.8341232227488151,0.7333333333333333,0.7804878048780488,0.2916666666666667,0.737063,0.821806,0.674031,0.785284,0.217816,0.378442,0.7379513888888889,0.679157,0.79589,0.7608680555555556,0.8118402777777778,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.3648565138888889,0.35525,0.374662,0.40513079444444444,0.833652,2.5605
data-sufficiency-1,max_f1,5,3,shift_moderate,120,120,3.8805,91,28,29,92,0.7647058823529411,0.7583333333333333,0.7615062761506276,0.23333333333333334,0.697473,0.819927,0.674499,0.826142,0.166656,0.316554,0.8130902777777778,0.758651,0.868256,0.8365625,0.8328125,0.5202083333333334,2.3879166666666665,2.32,0.0,0.3433336875,0.330109,0.35756,0.30713661249999996,0.771784,3.8575
data-sufficiency-1,max_f1,5,3,shift_large,120,120,3.8805,120,28,0,92,0.8108108108108109,1.0,0.8955223880597014,0.23333333333333334,0.851235,0.931515,0.968981,1.0,0.166656,0.316554,0.9455555555555556,0.907908,0.976712,0.9520833333333333,0.9739583333333334,0.5663888888888889,2.5262499999999997,2.32,0.0,0.35600387499999997,0.342184,0.369346,0.30958037916666664,0.942149,5.842
data-sufficiency-1,max_f1,5,3,all_shift,240,120,3.8805,211,28,29,92,0.8828451882845189,0.8791666666666667,0.8810020876826722,0.23333333333333334,0.849254,0.90982,0.83185,0.914537,0.166656,0.316554,0.8793229166666666,0.838712,0.918827,0.8943229166666666,0.9033854166666667,0.5432986111111111,2.457083333333333,2.32,0.0,0.350713925,0.339817,0.361474,0.3103383083333333,0.885655,3.8575
data-sufficiency-1,max_f1,5,5,shift_moderate,120,120,3.8805,111,27,9,93,0.8043478260869565,0.925,0.8604651162790697,0.225,0.812749,0.903769,0.863591,0.960043,0.159492,0.307569,0.9176041666666667,0.876224,0.95188,0.9257291666666667,0.8826736111111111,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.35534699166666667,0.343996,0.366762,0.29837700833333336,0.863071,4.3985
data-sufficiency-1,max_f1,5,5,shift_large,120,120,3.8805,120,27,0,93,0.8163265306122449,1.0,0.898876404494382,0.225,0.85603,0.932836,0.968981,1.0,0.159492,0.307569,0.9811805555555555,0.958163,1.0,0.9776041666666667,0.9651388888888889,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.3514029833333333,0.339353,0.363747,0.2985619125,0.983607,6.0505
data-sufficiency-1,max_f1,5,5,all_shift,240,120,3.8805,231,27,9,93,0.8953488372093024,0.9625,0.927710843373494,0.225,0.901052,0.948879,0.93028,0.980148,0.159492,0.307569,0.9493923611111111,0.921442,0.974339,0.9516666666666667,0.92390625,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.35261620833333335,0.34253,0.362451,0.29756401388888887,0.931393,4.3985
data-sufficiency-1,max_f1,7,1,shift_moderate,120,120,3.8805,68,28,52,92,0.7083333333333334,0.5666666666666667,0.6296296296296297,0.23333333333333334,0.549218,0.704225,0.477299,0.651898,0.166656,0.316554,0.7084027777777778,0.644967,0.770364,0.7320138888888889,0.7291319444444444,0.5771875,2.42,2.2020833333333334,0.0,0.31618718749999997,0.305558,0.327095,0.3447537875,0.724739,2.57
data-sufficiency-1,max_f1,7,1,shift_large,120,120,3.8805,107,28,13,92,0.7925925925925926,0.8916666666666667,0.8392156862745098,0.23333333333333334,0.785985,0.885499,0.823446,0.935589,0.166656,0.316554,0.8447569444444445,0.791441,0.897915,0.8692708333333333,0.9197569444444444,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.31298192083333326,0.301485,0.324856,0.34715290833333334,0.849421,3.68
data-sufficiency-1,max_f1,7,1,all_shift,240,120,3.8805,175,28,65,92,0.8620689655172413,0.7291666666666666,0.7900677200902934,0.23333333333333334,0.744728,0.829599,0.669662,0.781451,0.166656,0.316554,0.7765798611111111,0.722427,0.8282,0.8006423611111111,0.8244444444444444,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.31203759444444445,0.302628,0.320785,0.3431708666666667,0.83908,2.57
data-sufficiency-1,max_f1,7,3,shift_moderate,120,120,3.8805,91,30,29,90,0.7520661157024794,0.7583333333333333,0.7551867219917012,0.25,0.690567,0.812261,0.674499,0.826142,0.181098,0.334411,0.8301041666666666,0.777499,0.88009,0.855625,0.8389930555555556,0.5202083333333334,2.3879166666666665,2.32,0.0,0.30233000416666667,0.291346,0.313171,0.2602747458333334,0.769912,4.1575
data-sufficiency-1,max_f1,7,3,shift_large,120,120,3.8805,120,30,0,90,0.8,1.0,0.888888888888889,0.25,0.846146,0.926834,0.968981,1.0,0.181098,0.334411,0.9734027777777777,0.948338,0.995061,0.9738888888888889,0.9737152777777778,0.5663888888888889,2.5262499999999997,2.32,0.0,0.3093211208333333,0.298428,0.321004,0.25662596666666665,0.95935,5.0925
data-sufficiency-1,max_f1,7,3,all_shift,240,120,3.8805,211,30,29,90,0.8755186721991701,0.8791666666666667,0.8773388773388773,0.25,0.844528,0.906884,0.83185,0.914537,0.181098,0.334411,0.9017534722222222,0.863591,0.933789,0.9147569444444444,0.9063541666666667,0.5432986111111111,2.457083333333333,2.32,0.0,0.3053755361111111,0.296582,0.314735,0.2596571305555555,0.888412,4.1575
data-sufficiency-1,max_f1,7,5,shift_moderate,120,120,3.8805,109,20,11,100,0.8449612403100775,0.9083333333333333,0.8755020080321284,0.16666666666666666,0.829684,0.916667,0.843292,0.948043,0.11056,0.243453,0.9271527777777778,0.888605,0.958923,0.9382291666666667,0.8948611111111111,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.3034746125,0.293493,0.313241,0.24519289166666666,0.878661,4.27
data-sufficiency-1,max_f1,7,5,shift_large,120,120,3.8805,120,20,0,100,0.8571428571428571,1.0,0.923076923076923,0.16666666666666666,0.887217,0.954386,0.968981,1.0,0.11056,0.243453,0.9859722222222222,0.964697,1.0,0.9838888888888889,0.9803819444444445,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.29411850416666663,0.28436,0.304721,0.24206090416666667,0.983607,5.5325
data-sufficiency-1,max_f1,7,5,all_shift,240,120,3.8805,229,20,11,100,0.9196787148594378,0.9541666666666667,0.9366053169734152,0.16666666666666666,0.912774,0.957983,0.919806,0.974218,0.11056,0.243453,0.9565625,0.928482,0.978686,0.9610590277777777,0.9376215277777777,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.29922798333333334,0.290844,0.307343,0.24400837500000003,0.939457,4.27
data-sufficiency-1,max_f1,10,1,shift_moderate,120,120,3.8805,63,22,57,98,0.7411764705882353,0.525,0.6146341463414635,0.18333333333333332,0.535339,0.690273,0.43627,0.612179,0.124303,0.262009,0.7313541666666666,0.6655,0.795788,0.7646875,0.7210069444444445,0.5771875,2.42,2.2020833333333334,0.0,0.25949778333333334,0.249625,0.269706,0.2742449333333334,0.72028,2.5585
data-sufficiency-1,max_f1,10,1,shift_large,120,120,3.8805,106,22,14,98,0.828125,0.8833333333333333,0.8548387096774193,0.18333333333333332,0.803147,0.900398,0.813666,0.929219,0.124303,0.262009,0.8905555555555555,0.846279,0.9321,0.9072916666666667,0.9189236111111111,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.2604035375,0.251096,0.26978,0.27808939583333336,0.861789,3.9025
data-sufficiency-1,max_f1,10,1,all_shift,240,120,3.8805,169,22,71,98,0.8848167539267016,0.7041666666666667,0.7842227378190255,0.18333333333333332,0.739656,0.823015,0.643573,0.758327,0.124303,0.262009,0.8109548611111111,0.764811,0.857038,0.8359895833333333,0.8199652777777777,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.2598489388888889,0.252272,0.267431,0.27524668611111114,0.836852,2.5585
data-sufficiency-1,max_f1,10,3,shift_moderate,120,120,3.8805,91,24,29,96,0.7913043478260869,0.7583333333333333,0.7744680851063831,0.2,0.713041,0.829463,0.674499,0.826142,0.138245,0.280367,0.8511458333333334,0.800113,0.896488,0.8800694444444445,0.838125,0.5202083333333334,2.3879166666666665,2.32,0.0,0.25527225000000003,0.246563,0.26425,0.21060835833333333,0.785388,4.3755
data-sufficiency-1,max_f1,10,3,shift_large,120,120,3.8805,120,24,0,96,0.8333333333333334,1.0,0.9090909090909091,0.2,0.868402,0.941634,0.968981,1.0,0.138245,0.280367,0.99625,0.991865,0.999166,0.995,0.9815625,0.5663888888888889,2.5262499999999997,2.32,0.0,0.2564418375,0.246987,0.266291,0.2037564,0.970954,5.2195
data-sufficiency-1,max_f1,10,3,all_shift,240,120,3.8805,211,24,29,96,0.8978723404255319,0.8791666666666667,0.8884210526315789,0.2,0.857798,0.916671,0.83185,0.914537,0.138245,0.280367,0.9236979166666667,0.895188,0.948909,0.9375347222222222,0.90984375,0.5432986111111111,2.457083333333333,2.32,0.0,0.25540593333333333,0.24815,0.262732,0.20915567222222223,0.897603,4.3605
data-sufficiency-1,max_f1,10,5,shift_moderate,120,120,3.8805,107,18,13,102,0.856,0.8916666666666667,0.873469387755102,0.15,0.824991,0.912698,0.823446,0.935589,0.097038,0.224675,0.9420833333333334,0.913487,0.967002,0.9605208333333334,0.9063541666666667,0.5939583333333334,2.4270833333333335,2.1458333333333335,0.0,0.253308325,0.244799,0.261523,0.20274384583333332,0.878049,3.8515
data-sufficiency-1,max_f1,10,5,shift_large,120,120,3.8805,120,18,0,102,0.8695652173913043,1.0,0.9302325581395349,0.15,0.895397,0.95941,0.968981,1.0,0.097038,0.224675,0.9997222222222222,0.99875,1.0,0.9999305555555555,0.9855902777777777,0.6865277777777777,2.6479166666666667,2.1458333333333335,0.0,0.24685941666666666,0.237543,0.256023,0.1973498333333333,0.995851,5.6725
data-sufficiency-1,max_f1,10,5,all_shift,240,120,3.8805,227,18,13,102,0.926530612244898,0.9458333333333333,0.9360824742268041,0.15,0.911885,0.957203,0.909545,0.968075,0.097038,0.224675,0.9709027777777778,0.95535,0.985251,0.9802256944444444,0.9459722222222222,0.6402430555555556,2.5375,2.1458333333333335,0.0,0.25123646666666666,0.243778,0.258407,0.20126348333333333,0.939203,4.0835
data-sufficiency-1,max_f1,14,1,shift_moderate,120,120,3.8805,58,16,62,104,0.7837837837837838,0.48333333333333334,0.5979381443298969,0.13333333333333333,0.508104,0.670213,0.395836,0.571864,0.083766,0.205648,0.7364583333333333,0.670192,0.796827,0.7670486111111111,0.6996875,0.5771875,2.42,2.2020833333333334,0.0,0.21937464583333335,0.211476,0.227715,0.22672015416666666,0.714801,2.647
data-sufficiency-1,max_f1,14,1,shift_large,120,120,3.8805,102,16,18,104,0.864406779661017,0.85,0.8571428571428572,0.13333333333333333,0.806719,0.901643,0.775325,0.902962,0.083766,0.205648,0.9105555555555556,0.870132,0.945577,0.9217361111111111,0.9146527777777778,0.6240277777777777,2.5324999999999998,2.2020833333333334,0.0,0.22062359583333332,0.212659,0.228606,0.2272880333333333,0.874494,3.69
data-sufficiency-1,max_f1,14,1,all_shift,240,120,3.8805,160,16,80,104,0.9090909090909091,0.6666666666666666,0.7692307692307692,0.13333333333333333,0.724042,0.812933,0.604815,0.723267,0.083766,0.205648,0.8235069444444445,0.777582,0.864031,0.8443923611111112,0.8071701388888889,0.6006076388888889,2.47625,2.2020833333333334,0.0,0.2188453833333333,0.212558,0.225384,0.22687772500000003,0.831721,2.5675
data-sufficiency-1,max_f1,14,3,shift_moderate,120,120,3.8805,88,21,32,99,0.8073394495412844,0.7333333333333333,0.7685589519650654,0.175,0.706409,0.827026,0.647876,0.804315,0.117405,0.252757,0.8507986111111111,0.802254,0.898272,0.8800694444444445,0.8411111111111111,0.5202083333333334,2.3879166666666665,2.32,0.0,0.21186360833333331,0.204654,0.21969,0.17662877916666667,0.782222,4.0465
